artist_id,latitude,longitude,artist,location
AR5ZECS1187FB5748E,40.71455,-74.00712,The Churchills,NY - New York City
AR18QSB1187FB43922,44.7272,-90.10126,Fyono,Wisconsin
ARU73P31187FB522BF,52.51606999999999,13.37698,Christopher Franke,"Berlin, Germany"
ARC6L4K1187B9B6131,41.2362,-80.8128,Berkley Hart,California
ARA97CU1187FB364DA,37.77916,-122.42005,The Beau Brummels,"San Francisco, CA"
AR8K6F31187B99C2BC,46.44231,-93.36586,Go Fish,"Twin Cities, MN"
ARTF7TU1187B996160,42.31256,-71.08868000000001,Bourbon Princess,Mass. - Boston
AR35XUZ1187FB46288,33.47998,-117.69763999999999,The Confession,"Dana Point, CA"
ARHK5UX1187B9AE913,41.88415,-87.63241,Baby Teeth,"Chicago, IL"
ARFIP191187B98B863,33.74831,-84.39111,Dani Stevenson,"Atlanta, Georgia"
ARI3FIU1187B997754,41.92699,-73.91077,Emma Roberts,"Rhinebeck, NY"
AR6HLKR1187B9A735A,34.053490000000004,-118.24531999999999,Stimulator,Los Angeles
ARMX0GY1187B98B62E,30.22032,-92.01705,Lynn August,"Lafayette, LA"
ARK358A1187B9ADDC0,44.7272,-90.10126,Tourniquet,Wisconsin
ARPPNVO11EBCD7A1BB,51.50632,-0.12714,Soul Destroyer,Lahndahn
ARXQFAY11C8A416958,40.71455,-74.00712,Rapha,New York New York USA
ARWY7I71187FB36C3D,40.71455,-74.00712,Lesley Gore,"New York, NY"
AR4VFSV1187B9AACC3,45.46894,9.18103,Toecutter,"Milano, New South Wales"
ARYZV2X1187B997BE7,30.2676,-97.74298,Mystic Mood Orchestra,"Austin, TX"
AR6P06Z1187FB3C1E8,34.053490000000004,-118.24531999999999,Earlimart,"Los Angeles, CA"
AROBQ0B1187FB404F6,30.420840000000002,-87.21724,Walter Jackson,"Pensacola, FL"
ARXPZRL1187FB48671,32.67828,-83.22295,Stillwater,Georgia
AR6F3811187B9B20FB,51.50632,-0.12714,Two Lone Swordsmen,"London, England"
ARUSE5W1187B98CE55,50.50101,4.47684,Mindgames,BELGIUM
ARMEYJD1187B9A4522,41.82387,-71.41199,Daughters,"Providence, RI"
AR3WX751187B9A1F95,48.20254,16.3688,General Magic,"Vienna, Austria"
ARYAYLS1241B9C5ED0,41.38572,2.17005,Kamelo Punto Semos,Barcelona
ARBD4QW1187FB42153,62.19845,17.55142,Scar Symmetry,Sweden
AREFQJW11EBCD7B580,40.986990000000006,-74.06454000000001,I Call Fives,Washington Township
ARAJBW01187FB561DA,35.6605,-91.9204,Wayne Raney,"Wolf Bayou, AR"
ARNF2DA1187FB3D987,51.16418,10.45415,ANGELZOOM,Germany
AREL8681187FB47EA7,-34.60852,-58.373540000000006,Bardot,Buenos Aires
AREHK7O1187B9ADDD7,40.65507,-73.94888,The Cardigans,"Brooklyn, NY"
ARY8Y6W1187B9B54F2,32.67828,-83.22295,Peter Martin,Georgia
AR50Z881187B9BA197,30.33138,-81.6558,Jack Sheldon,"Jacksonville, FL"
AR11T5L1187B9B8B14,34.053490000000004,-118.24531999999999,Summer At Shatter Creek,California - LA
ARMKNC21187FB4696B,26.35049,-80.089,Dashboard Confessional,"Boca Raton, Florida"
AR3WRJS1187B9B65ED,36.16778,-86.77835999999999,Keisha White,Nashville Tennessee USA
ARLFZQN1187B9A4E05,40.71455,-74.00712,TOKA,NY - New York City
ARQC5P01187B99036C,34.053490000000004,-118.24531999999999,Sanchez,California - LA
AREPYZO1187B9B9C2D,41.88415,-87.63241,Gil Scott-Heron,"Chicago, IL"
AREKO1L1187B997EFE,55.706219999999995,13.1876,The Radio Dept.,"Lund, Sweden"
ARQHWLW11F50C4F523,38.8991,-77.029,Odd Logic,Washington
ARTX6NE1187B99B997,45.01737,-76.36431999999999,Valley of the Giants,"Lanark Highlands, Ontario, Canada"
ARPBMSQ1187B98AE69,52.883559999999996,-1.97406,Sounds from the Ground,UK - England - South East
ARI4R0F11C8A42B4EF,32.67828,-83.22295,Epitome,Georgia
AR8XC7L1187FB3C889,41.504709999999996,-81.69074,My Dad Is Dead,Chapel Hill NC
ARTN95L1187B9AD7A6,34.053490000000004,-118.24531999999999,Mable John,"Bastrop, LA"
ARCWCKN11E90579DC2,41.517759999999996,-72.75753,Rahim Quazi,Connecticut USA
ARS38LM1187B98BBAD,38.19506,-84.87869,Archer Prewitt,"Frankfort, KY"
AROYNG01187FB56BA9,51.50632,-0.12714,Curiosity Killed The Cat,"London, England"
AR1E72B1187FB3A183,30.2676,-97.74298,Raph Dumas,Austin
ARYJ0AP1187FB5CE44,18.11526,-77.27348,Joe Gibbs,Jamaica
AR061BH1187B98DF74,33.67889,-118.00157,Guttermouth,"Huntington Beach, CA"
ARGGMLK1187B9A8F31,38.498090000000005,-98.32023000000001,Monta,Kansas
ARA3BX71187B989C8B,33.91819,-118.35373999999999,Elan Atias,"HAWTHORNE, California"
ARU95DC1187FB4C866,47.603559999999995,-122.32943999999999,Pretty Girls Make Graves,"Seattle, WA"
ARDMKKB1187B9A0EDA,31.1689,-100.07715,Très,Texas
ARCDA5B1187B9B9293,49.38426,-84.75627,Dave Thompson,CANADA - Ontario
ARIF5S61187FB57967,37.81552,-82.80601,Crystal Gayle,"Paintsville, KY"
AR6EFAY1187B9B3B68,39.76618,-86.44105,Jah Warrior,Indiana
